family	execution_arch	source	catalogue_generation	catalogue_label	canonical_id	current_display	weight_file	presentation_flags	waiver_reasons	review_status
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Kim FT v1 by Aname	mdx:mbr_kimft1_aname	MelBand Roformer — Kim Fine-Tuned v1 · Aname	mbr_kimft1_aname.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Kim FT v1 by Unwa	mdx:mbr_kimft1_unwa	MelBand Roformer — Kim Fine-Tuned v1 · Unwa	mbr_kimft1_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Kim FT v2 Fullness by Aname	mdx:mbr_kimft2f_aname	MelBand Roformer — Kim Fine-Tuned v2 Fullness · Aname	mbr_kimft2f_aname.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Kim FT v2 by Aname	mdx:mbr_kimft2_aname	MelBand Roformer — Kim Fine-Tuned v2 · Aname	mbr_kimft2_aname.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Kim FT v3 preview by Unwa	mdx:mbr_kimft3_prev_unwa	MelBand Roformer — Kim Fine-Tuned v3 Preview · Unwa	mbr_kimft3_prev_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Kim FT v3 by Aname	mdx:mbr_kimft3_aname	MelBand Roformer — Kim Fine-Tuned v3 · Aname	mbr_kimft3_aname.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer 4 Stems Large by Aname	mdx:mbr_4stemlarge1_aname	MelBand Roformer — Large (4 Stems) · Aname	mbr_4stemlarge1_aname.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer 4 Stems v2 Large by Aname	mdx:mbr_4stemlarge2_aname	MelBand Roformer — Large v2 (4 Stems) · Aname	mbr_4stemlarge2_aname.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Lead Vocals DeReverb by GaboxR67	mdx:mbr_leadvoc_dereverb_gabox	MelBand Roformer — Lead Vocals DeReverb · GaboxR67	mbr_leadvoc_dereverb_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Lead-Rhythm Guitar by listra92	mdx:mbr_lead_rhythm_guitar_listra92	MelBand Roformer — Lead-Rhythm Guitar · listra92	mbr_lead_rhythm_guitar_listra92.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Merged Beta v1 by SYH99999	mdx:mbr_syhftbeta1	MelBand Roformer — Merged Beta v1 · SYH99999	mbr_syhftbeta1.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Metal Inst Preview by Mesk	mdx:mbr_inst_metal_prev_meskvlla33	MelBand Roformer — Metal Instrumental Preview · Mesk	mbr_inst_metal_prev_meskvlla33.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Mid-Side by Gilliaaan	mdx:mbr_mid_side_gilliaaan	MelBand Roformer — Mid-Side · Gilliaaan	mbr_mid_side_gilliaaan.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Musicless by Jasper	mdx:mbr_musicless_jasper	MelBand Roformer — Musicless · Jasper	mbr_musicless_jasper.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Percussion Experimental by yolkispalkis	mdx:mbr_percussion_yolkispaliks	MelBand Roformer — Percussion Experimental · yolkispalkis	mbr_percussion_yolkispaliks.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Scratch Large by Aname	mdx:mbr_scratch_aname	MelBand Roformer — Scratch Large · Aname	mbr_scratch_aname.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Small v1 by Unwa	mdx:mbr_small_unwa	MelBand Roformer — Small v1 · Unwa	mbr_small_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer SpeechSep by AliceN	mdx:mbr_speech_alicen	MelBand Roformer — SpeechSep · AliceN	mbr_speech_alicen.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Super Big DeReverb by Sucial	mdx:mbr_desuperbigreverb_sucial	MelBand Roformer — Super Big DeReverb · Sucial	mbr_desuperbigreverb_sucial.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer SYHFT B1 1 by SYH99999	mdx:mbr_syhftB1_1	MelBand Roformer — SYHFT B1 1 · SYH99999	mbr_syhftB1_1.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer SYHFT B1 2 by SYH99999	mdx:mbr_syhftB1_2	MelBand Roformer — SYHFT B1 2 · SYH99999	mbr_syhftB1_2.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer SYHFT B1 3 by SYH99999	mdx:mbr_syhftB1_3	MelBand Roformer — SYHFT B1 3 · SYH99999	mbr_syhftB1_3.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer SYHFT v1 by SYH99999	mdx:mbr_syhft1	MelBand Roformer — SYHFT v1 · SYH99999	mbr_syhft1.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer SYHFT v2 by SYH99999	mdx:mbr_syhft2	MelBand Roformer — SYHFT v2 · SYH99999	mbr_syhft2.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer SYHFT v2.5 by SYH99999	mdx:mbr_syhft2.5	MelBand Roformer — SYHFT v2.5 · SYH99999	mbr_syhft2.5.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer SYHFT v3 by SYH99999	mdx:mbr_syhft3	MelBand Roformer — SYHFT v3 · SYH99999	mbr_syhft3.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Toon by jazzpear	mdx:mbr_toon_jazzpear	MelBand Roformer — Toon · jazzpear	mbr_toon_jazzpear.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Big Beta v5e by Unwa	mdx:mbr_bigbeta5e_unwa	MelBand Roformer — Vocals Big Beta v5e · Unwa	mbr_bigbeta5e_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv1 by GaboxR67	mdx:mbr_vocalsfv1_gabox	MelBand Roformer — Vocals Fv1 · GaboxR67	mbr_vocalsfv1_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv2 by GaboxR67	mdx:mbr_vocalsfv2_gabox	MelBand Roformer — Vocals Fv2 · GaboxR67	mbr_vocalsfv2_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv3 by GaboxR67	mdx:mbr_vocalsfv3_gabox	MelBand Roformer — Vocals Fv3 · GaboxR67	mbr_vocalsfv3_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv4 by GaboxR67	mdx:mbr_vocalsfv4_gabox	MelBand Roformer — Vocals Fv4 · GaboxR67	mbr_vocalsfv4_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv5 by GaboxR67	mdx:mbr_vocalsfv5_gabox	MelBand Roformer — Vocals Fv5 · GaboxR67	mbr_vocalsfv5_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv6 by GaboxR67	mdx:mbr_vocalsfv6_gabox	MelBand Roformer — Vocals Fv6 · GaboxR67	mbr_vocalsfv6_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv7 Beta 1 by GaboxR67	mdx:mbr_vocalsfv7_beta1_gabox	MelBand Roformer — Vocals Fv7 Beta 1 · GaboxR67	mbr_vocalsfv7_beta1_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv7 Beta 2 by GaboxR67	mdx:mbr_vocalsfv7_beta2_gabox	MelBand Roformer — Vocals Fv7 Beta 2 · GaboxR67	mbr_vocalsfv7_beta2_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv7 Beta 3 by GaboxR67	mdx:mbr_vocalsfv7_beta3_gabox	MelBand Roformer — Vocals Fv7 Beta 3 · GaboxR67	mbr_vocalsfv7_beta3_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals Fv7 Final by GaboxR67	mdx:mbr_vocalsfv7_gabox	MelBand Roformer — Vocals Fv7 Final · GaboxR67	mbr_vocalsfv7_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals by ViperX	mdx:mbr_vocals_viperx	MelBand Roformer — Vocals · ViperX	mbr_vocals_viperx.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Vocals by ZFTurbo	mdx:mbr_vocals_zfturbo	MelBand Roformer — Vocals · ZFTurbo	mbr_vocals_zfturbo.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Xeno by DrYound3r (only weights)	mdx:mbr_xeno	MelBand Roformer — Xeno · DrYound3r	mbr_xeno.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer 4 Stems XL by Aname	mdx:mbr_4stemxl1_aname	MelBand Roformer — XL (4 Stems) · Aname	mbr_4stemxl1_aname.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet 4 Stems by ZFTurbo	mdx:scnet_4stem_zfturbo	SCNet (4 Stems) · ZFTurbo	scnet_4stem_zfturbo.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet Choirsep by Dry Paint Dealer Undr	mdx:scnet_choirsep_exp	SCNet — ChoirSep · Dry Paint Dealer Undr	scnet_choirsep_exp.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet 4 Stems Huge v1 by Aname	mdx:scnet_huge_4stem_aname	SCNet — Huge v1 (4 Stems) · Aname	scnet_huge_4stem_aname.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet Large Jazz model by Joris Vaneyghen	mdx:scnet_jazz_4stem_jorisvaneyghen	SCNet — Large Jazz model · Joris Vaneyghen	scnet_jazz_4stem_jorisvaneyghen.ckpt			clean
MDX-Net	SCNet Masked	mvsepless		SCNet Masked Choirsep by Dry Paint Dealer Undr	mdx:scnet_masked_choirsep_exp	SCNet — Masked ChoirSep · Dry Paint Dealer Undr	scnet_masked_choirsep_exp.ckpt			clean
MDX-Net	SCNet Masked	mvsepless		SCNet Masked 4 Stems Small by ZFTurbo	mdx:scnet_masked_small_4stem_zftrubo	SCNet — Masked Small (4 Stems) · ZFTurbo	scnet_masked_small_4stem_zftrubo.ckpt			clean
MDX-Net	SCNet Masked	mvsepless		SCNet Masked 4 Stems XL IHF by ZFTurbo	mdx:scnet_masked_xl_ihf_4stem_zftrubo	SCNet — Masked XL IHF (4 Stems) · ZFTurbo	scnet_masked_xl_ihf_4stem_zftrubo.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet Mid-Side v2 by Gilliaaan	mdx:scnet_mid_side2_gilliaaan	SCNet — Mid-Side v2 · Gilliaaan	scnet_mid_side2_gilliaaan.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet Mid-Side by Gilliaaan	mdx:scnet_mid_side_gilliaaan	SCNet — Mid-Side · Gilliaaan	scnet_mid_side_gilliaaan.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet Surround by Jasper	mdx:scnet_surround_jasper	SCNet — Surround · Jasper	scnet_surround_jasper.ckpt			clean
MDX-Net	SCNet Tran	mvsepless		SCNet Tran 4 Stems by ZFTurbo	mdx:scnet_tran_4stem_zftrubo	SCNet — Tran (4 Stems) · ZFTurbo	scnet_tran_4stem_zftrubo.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet 4 Stems XL by StarryTong	mdx:scnet_xl_4stem_starrytong	SCNet — XL (4 Stems) · StarryTong	scnet_xl_4stem_starrytong.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet 4 Stems XL by ZFTurbo	mdx:scnet_xl_4stem_zftrubo	SCNet — XL (4 Stems) · ZFTurbo	scnet_xl_4stem_zftrubo.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet XL IHF 4 Stems by ZFTurbo	mdx:scnet_xl_ihf_4stem_zfturbo	SCNet — XL IHF (4 Stems) · ZFTurbo	scnet_xl_ihf_4stem_zfturbo.ckpt			clean
MDX-Net	SCNet	mvsepless		SCNet XL Jazz model by Joris Vaneyghen	mdx:scnet_xl_jazz_4stem_jorisvaneyghen	SCNet — XL Jazz model · Joris Vaneyghen	scnet_xl_jazz_4stem_jorisvaneyghen.ckpt			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: Kim Inst	mdx:Kim_Inst	MDX-Net — Kim Instrumental	Kim_Inst.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: Kim Vocal 1	mdx:Kim_Vocal_1	MDX-Net — Kim Vocals 1	Kim_Vocal_1.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: Kim Vocal 2	mdx:Kim_Vocal_2	MDX-Net — Kim Vocals 2	Kim_Vocal_2.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: kuielab_a_bass	mdx:kuielab_a_bass	MDX-Net — KUIELAB A Bass	kuielab_a_bass.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: kuielab_a_drums	mdx:kuielab_a_drums	MDX-Net — KUIELAB A Drums	kuielab_a_drums.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: kuielab_a_other	mdx:kuielab_a_other	MDX-Net — KUIELAB A Other	kuielab_a_other.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: kuielab_a_vocals	mdx:kuielab_a_vocals	MDX-Net — KUIELAB A Vocals	kuielab_a_vocals.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: kuielab_b_bass	mdx:kuielab_b_bass	MDX-Net — KUIELAB B Bass	kuielab_b_bass.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: kuielab_b_drums	mdx:kuielab_b_drums	MDX-Net — KUIELAB B Drums	kuielab_b_drums.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: kuielab_b_other	mdx:kuielab_b_other	MDX-Net — KUIELAB B Other	kuielab_b_other.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: kuielab_b_vocals	mdx:kuielab_b_vocals	MDX-Net — KUIELAB B Vocals	kuielab_b_vocals.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: Reverb HQ By FoxJoy	mdx:Reverb_HQ_By_FoxJoy	MDX-Net — Reverb HQ · FoxJoy	Reverb_HQ_By_FoxJoy.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET 1	mdx:UVR_MDXNET_1_9703	MDX-Net — UVR 1	UVR_MDXNET_1_9703.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET 2	mdx:UVR_MDXNET_2_9682	MDX-Net — UVR 2	UVR_MDXNET_2_9682.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET 3	mdx:UVR_MDXNET_3_9662	MDX-Net — UVR 3	UVR_MDXNET_3_9662.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR_MDXNET_9482	mdx:UVR_MDXNET_9482	MDX-Net — UVR 9482	UVR_MDXNET_9482.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Crowd HQ 1 By Aufr33	mdx:UVR-MDX-NET_Crowd_HQ_1	MDX-Net — UVR Crowd HQ 1 · Aufr33	UVR-MDX-NET_Crowd_HQ_1.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst 1	mdx:UVR-MDX-NET-Inst_1	MDX-Net — UVR Instrumental 1	UVR-MDX-NET-Inst_1.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET_Inst_187_beta	mdx:UVR-MDX-NET_Inst_187_beta	MDX-Net — UVR Instrumental 187 Beta	UVR-MDX-NET_Inst_187_beta.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst 2	mdx:UVR-MDX-NET-Inst_2	MDX-Net — UVR Instrumental 2	UVR-MDX-NET-Inst_2.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst 3	mdx:UVR-MDX-NET-Inst_3	MDX-Net — UVR Instrumental 3	UVR-MDX-NET-Inst_3.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET_Inst_82_beta	mdx:UVR-MDX-NET_Inst_82_beta	MDX-Net — UVR Instrumental 82 Beta	UVR-MDX-NET_Inst_82_beta.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET_Inst_90_beta	mdx:UVR-MDX-NET_Inst_90_beta	MDX-Net — UVR Instrumental 90 Beta	UVR-MDX-NET_Inst_90_beta.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET-Inst_full_292	mdx:UVR-MDX-NET-Inst_full_292	MDX-Net — UVR Instrumental Full 292	UVR-MDX-NET-Inst_full_292.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst HQ 1	mdx:UVR-MDX-NET-Inst_HQ_1	MDX-Net — UVR Instrumental HQ 1	UVR-MDX-NET-Inst_HQ_1.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst HQ 2	mdx:UVR-MDX-NET-Inst_HQ_2	MDX-Net — UVR Instrumental HQ 2	UVR-MDX-NET-Inst_HQ_2.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst HQ 3	mdx:UVR-MDX-NET-Inst_HQ_3	MDX-Net — UVR Instrumental HQ 3	UVR-MDX-NET-Inst_HQ_3.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst HQ 4	mdx:UVR-MDX-NET-Inst_HQ_4	MDX-Net — UVR Instrumental HQ 4	UVR-MDX-NET-Inst_HQ_4.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst HQ 5	mdx:UVR-MDX-NET-Inst_HQ_5	MDX-Net — UVR Instrumental HQ 5	UVR-MDX-NET-Inst_HQ_5.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Inst Main	mdx:UVR-MDX-NET-Inst_Main	MDX-Net — UVR Instrumental Main	UVR-MDX-NET-Inst_Main.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Karaoke	mdx:UVR_MDXNET_KARA	MDX-Net — UVR Karaoke	UVR_MDXNET_KARA.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Karaoke 2	mdx:UVR_MDXNET_KARA_2	MDX-Net — UVR Karaoke 2	UVR_MDXNET_KARA_2.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Main	mdx:UVR_MDXNET_Main	MDX-Net — UVR Main	UVR_MDXNET_Main.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET_Main_340	mdx:UVR-MDX-NET_Main_340	MDX-Net — UVR Main 340	UVR-MDX-NET_Main_340.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET_Main_390	mdx:UVR-MDX-NET_Main_390	MDX-Net — UVR Main 390	UVR-MDX-NET_Main_390.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET_Main_406	mdx:UVR-MDX-NET_Main_406	MDX-Net — UVR Main 406	UVR-MDX-NET_Main_406.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET_Main_427	mdx:UVR-MDX-NET_Main_427	MDX-Net — UVR Main 427	UVR-MDX-NET_Main_427.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr		MDX-Net Model VIP: UVR-MDX-NET_Main_438	mdx:UVR-MDX-NET_Main_438	MDX-Net — UVR Main 438	UVR-MDX-NET_Main_438.onnx			clean
MDX-Net ONNX	MDX-Net ONNX	TRvlvr+Politrees		MDX-Net Model: UVR-MDX-NET Voc FT	mdx:UVR-MDX-NET-Voc_FT	MDX-Net — UVR Vocals Fine-Tuned	UVR-MDX-NET-Voc_FT.onnx			clean
MDX23C	MDX23C	TRvlvr		MDX23C Model: MDX23C-InstVoc HQ	mdx:MDX23C-8KFFT-InstVoc_HQ	MDX23C — 8K FFT Instrumental/Vocals HQ	MDX23C-8KFFT-InstVoc_HQ.ckpt			clean
MDX23C	MDX23C	TRvlvr		MDX23C Model VIP: MDX23C-InstVoc HQ 2	mdx:MDX23C-8KFFT-InstVoc_HQ_2	MDX23C — 8K FFT Instrumental/Vocals HQ 2	MDX23C-8KFFT-InstVoc_HQ_2.ckpt			clean
MDX23C	MDX23C	TRvlvr		MDX23C Model: MDX23C_D1581	mdx:MDX23C_D1581	MDX23C — D1581	MDX23C_D1581.ckpt			clean
MDX23C	MDX23C	Politrees		MDX23C Model: MDX23C DeReverb by aufr33 & jarredou	mdx:MDX23C-De-Reverb-aufr33-jarredou	MDX23C — DeReverb · Aufr33 & Jarredou	MDX23C-De-Reverb-aufr33-jarredou.ckpt			clean
MDX23C	MDX23C	Politrees		MDX23C Model: MDX23C DrumSep by aufr33 & jarredou	mdx:MDX23C-DrumSep-aufr33-jarredou	MDX23C — DrumSep · Aufr33 & Jarredou	MDX23C-DrumSep-aufr33-jarredou.ckpt			clean
MDX23C	MDX23C	Politrees		MDX23C Model: MDX23C Phantom Centre extraction by wesleyr36	mdx:model_mdx23c_ep_271_l1_freq_72.2383	MDX23C — Phantom Centre Extraction · WesleyR36	model_mdx23c_ep_271_l1_freq_72.2383.ckpt			clean
